FMID,MarketName,MarketNameAndState,Website,Facebook,FacebookClustered,FacebookUnclear,FacebookUsernameNoAt,FacebookUsernamesWithAt,FacebookUsernamesToURL,FacebookValidURLS,Twitter,TwitterClustered,TwitterUsernamesNoAt,TwitterUsernameWithAt,TwitterUsernameToUrls,TwitterValidUrls,Youtube,YoutubeAccountNames,YoutubeUsernames,YoutubeURLs,OtherMedia,OtherMediaCopy,Instagram,InstagramExtractUsername,InstagramAmbiguous,InstagramToManuallyClean,InstagramUsername,InstagramURLS,street,city,County,State,zip,Season1Date,Season1DateToConvert,Season1DateInvalid,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,updateYear
1002178,Brandon Fresh Market,Brandon Fresh Market | Florida,http://www.brandonfreshmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,Southeast corner of Bloomingdale and Providence Avenue,Brandon,Hillsborough,Florida,33511,,,,,,,,,,,-82.270302,27.924299,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1012403,Branford Alps Farmers Market,Branford Alps Farmers Market | Connecticut,http://alpsmkt.org/,https://m.facebook.com/BranfordAlpsFarmersMarket/,https://m.facebook.com/BranfordAlpsFarmersMarket/,,,,,https://m.facebook.com/BranfordAlpsFarmersMarket/,,,,,,,,,,,,,,,,,,,17 Alps Road,Branford,New Haven,Connecticut,06405,06/23/2016 to 10/27/2016,,,Thu: 4:00 PM-7:00 PM;,,,,,,,-72.833733,41.273754,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,7/11/2016 9:53:07 AM,2016-01-01T01:00:00Z
1007428,Branford Community Farmers Market,Branford Community Farmers Market | Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,506 Suwannee Avenue,Branford,Suwannee,Florida,32008,,,,,,,,,,,-82.931602,29.9646,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 29 2010  8:19AM,2010-01-01T01:00:00Z
1006926,Branson Farmers' Market,Branson Farmers' Market | Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus 65 & Pacific St,Branson,Taney,Missouri,65616,May to October,May to October,,Sat:7:00 AM - 12:00 PM;,,,,,,,-93.218262,36.64323,,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 12:58:04 PM,2012-01-01T01:00:00Z
1002407,Brattleboro Area Farmers' Market,Brattleboro Area Farmers' Market | Vermont,http://www.brattleborofarmersmarket.com,https://www.facebook.com/pages/Brattleboro-Area-Farmers-Market/197642043604505,https://www.facebook.com/pages/Brattleboro-Area-Farmers-Market/197642043604505,,,,,https://www.facebook.com/pages/Brattleboro-Area-Farmers-Market/197642043604505,,,,,,,,,,,,,,,,,,,570 Western Ave.,Brattleboro,Windham,Vermont,05301,05/04/2019 to 10/26/2019,,,Sat: 9:00 AM-2:00 PM;,,,,,,,-72.584068,42.849899,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,12/21/2018 8:21:16 PM,2018-01-01T01:00:00Z
1018461,Brattleboro Area Farmers' Market - Downtown Market,Brattleboro Area Farmers' Market - Downtown Market | Vermont,http://brattleboroareafarmersmarket.com,www.facebook.com/brattleborofarmersmarket/,www.facebook.com/brattleborofarmersmarket/,,,,,www.facebook.com/brattleborofarmersmarket/,,,,,,,,,,,,,,,,,,,,Brattleboro,Windham,Vermont,05301,05/30/2017 to 09/26/2017,,,Tue: 4:00 PM-7:00 PM;,,,,,,,-72.557869,42.850914,,Y,N,N,N,Y,-,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2017 4:03:20 PM,2017-01-01T01:00:00Z
1011075,Brattleboro WInter Farmers' Market,Brattleboro WInter Farmers' Market | Vermont,http://www.brattleborowinterfarmersmarket.org,//www.facebook.com/BrattleboroWinterFarmersMarket,//www.facebook.com/BrattleboroWinterFarmersMarket,,,,,//www.facebook.com/BrattleboroWinterFarmersMarket,//twitter.com/BrattWinterMkt,//twitter.com/BrattWinterMkt,,,,//twitter.com/BrattWinterMkt,,,,,,,,,,,,,80 Flat St.,Brattleboro ,Windham,Vermont,05301,11/03/2018 to 03/30/2019,,,Sat: 10:00 AM-2:00 PM;,,,,,,,-72.560165,42.850845,,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,12/21/2018 8:15:16 PM,2018-01-01T01:00:00Z
1003052,Braxton County Tailgate Market,Braxton County Tailgate Market | West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,Rt. 4 Gassaway,Gassaway,Braxton,West Virginia,26624,,,,,,,,,,,-80.771896,38.675301,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1007663,Brazos Valley Farmers Market,Brazos Valley Farmers Market | Texas,http://www.brazosvalleyfarmersmarket.com,https://www.facebook.com/brazos.valley.farmers.market,https://www.facebook.com/brazos.valley.farmers.market,,,,,https://www.facebook.com/brazos.valley.farmers.market,,,,,,,,,,,,,,,,,,,201 North Texas Avenue,Bryan,Brazos,Texas,77803,,,,,,,,,,,-96.370003,30.6744,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1003139,Brea Farmers Market,Brea Farmers Market | California,,,,,,,,,,,,,,,,,,,,,,,,,,,Brea Blvd. & Birch St.,Brea,Orange,California,92821,,,,,,,,,,,-118.236,34.039101,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1007746,Breaux Bridge Farmers Market,Breaux Bridge Farmers Market | Louisiana,http://www.laboutiquesdepontbreaux.com,,,,,,,,,,,,,,,,,,,,,,,,,,800 Rees St.,Breaux Bridge,St. Martin,Louisiana,70517,,,,,,,,,,,-91.901398,30.280701,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1007558,Breckinridge County Farmers Produce Market,Breckinridge County Farmers Produce Market | Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,1377 Highway 261 South,Hardinsburg,Breckinridge,Kentucky,,,,,,,,,,,,-86.458504,37.768299,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1004819,Breezy Acres Orchard,Breezy Acres Orchard | Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,3470 Waynesville- Jamestown Road,Xenia,Greene,Ohio,45385,,,,,,,,,,,-83.935303,39.6017,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1017946,Bremen Farmers Market,Bremen Farmers Market | Indiana,,Bremen Community Cares,Bremen Community Cares,Bremen Community Cares,,,,,,,,,,,,,,,,,,,,,,,South Jackson Street and US 6,Bremen,Marshall,Indiana,46506,06/07/2017 to 09/27/2017,,,Wed: 4:00 PM-7:00 PM;,,,,,,,-86.147568,41.446465,,Y,N,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/27/2017 2:25:58 PM,2017-01-01T01:00:00Z
1018556,Bremerton Farmers Market,Bremerton Farmers Market | Washington,http://www.bremertonmarket.com,https://www.facebook.com/BremertonMarket/,https://www.facebook.com/BremertonMarket/,,,,,https://www.facebook.com/BremertonMarket/,,,,,,,,,,,,,,,,,,,1400 Park Ave,Bremerton,Kitsap,Washington,98337,05/03/2018 to 10/11/2018,,,Thu: 4:00 PM-7:00 PM;,,,,,,,-122.62887,47.574253,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,7/30/2018 8:15:58 PM,2018-01-01T01:00:00Z
1011349,Brentwood Farmers' Market,Brentwood Farmers' Market | California,http://www.pcfma.org,https://www.facebook.com/BrentwoodFarmersMarket,https://www.facebook.com/BrentwoodFarmersMarket,,,,,https://www.facebook.com/BrentwoodFarmersMarket,,,,,,,,,,,,,,,,,,,First St. and Oak St.,Brentwood,Contra Costa,California,,03/07/2015 to 11/21/2015,,,Sat: 8:00 AM-12:00 PM;,,,,,,,-121.69482,37.932621,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,7/14/2015 11:19:25 AM,2015-01-01T01:00:00Z
1008611,Brevard County Farmers Market,Brevard County Farmers Market | Florida,https://www.brevardcountyfarmersmarket.com,https://www.facebook.com/brevardcountyfarmersmarket,https://www.facebook.com/brevardcountyfarmersmarket,,,,,https://www.facebook.com/brevardcountyfarmersmarket,,,,,,,,,,,,,,,,,,,2500 Parkway Drive,Melbourne,Brevard,Florida,32935,01/01/2013 to 12/31/2013,,,Thu: 3:00 PM-6:00 PM;,,,,,,,-80.666946,28.160309,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,3/14/2014 11:56:09 AM,2014-01-01T01:00:00Z
1003004,Brewer Farmers' Market,Brewer Farmers' Market | Maine,http://www.brewermaine.gov/community,https://www.facebook.com/ShopBrewerFarmersMarket,https://www.facebook.com/ShopBrewerFarmersMarket,,,,,https://www.facebook.com/ShopBrewerFarmersMarket,,,,,,,,,,,,,,,,,,,Brewer Auditorium Parking Lot - Wilson Street,Brewer,Penobscot,Maine,04412,05/01/2015 to 05/01/2015,,,Mon: -1:00 AM;Tue: 8:30 AM-1:00 PM;Thu: 8:30 AM-1:00 PM;Sat: 8:30 AM-2:00 PM;,,,,,,,-68.755898,44.787701,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,3/26/2015 9:39:16 PM,2015-01-01T01:00:00Z
1005878,Brewster Farmers Market,Brewster Farmers Market | New York,http://www.brewsterfarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,15 Mt. Ebo Rd. So.,Brewster,Putnam,New York,10509,06/11/2014 to 11/22/2014,,,Wed: 9:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-73.573669,41.434349,,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/26/2018 5:43:36 PM,2018-01-01T01:00:00Z
1001610,Brewton Farmers Market,Brewton Farmers Market | Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,Between Mildred & Lee Streets,Brewton,Escambia,Alabama,36427,,,,,,,,,,,-87.027496,31.1499,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1003867,Brian Coyle Farmers Market,Brian Coyle Farmers Market | Minnesota,http://www.iatp.org/minimarkets,,,,,,,,,,,,,,,,,,,,,,,,,,450 15th Ave S,Minneapolis,Hennepin,Minnesota,,,,,,,,,,,,-93.249901,44.970798,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  4 2010 11:10PM,2010-01-01T01:00:00Z
1006853,Briarcliff Village Farmers Market,Briarcliff Village Farmers Market | Missouri,http://www.greenacres.com,https://www.facebook.com/briarcliffvillagefarmersmarket,https://www.facebook.com/briarcliffvillagefarmersmarket,,,,,https://www.facebook.com/briarcliffvillagefarmersmarket,,,,,,,,,,,,,,,,,,,4175 Mulberry Drive,Kansas City,Clay,Missouri,64116,05/01/2014 to 09/25/2014,,,Thu: 3:00 PM-7:00 PM;,,,,,,,-94.596733,39.169609,Private business parking lot,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,5/12/2014 3:18:50 PM,2014-01-01T01:00:00Z
1006305,Briargate Farmers Market,Briargate Farmers Market | Colorado,http://www.springsfarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,7610 N Union,Colorado Springs,El Paso,Colorado,80920,05/21/2014 to 10/08/2014,,,Mon: 10:00 AM-4:00 PM;,,,,,,,-104.84086,38.824673,Private business parking lot,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,3/19/2014 4:54:36 PM,2014-01-01T01:00:00Z
1008568,Brick District Farmers' Market,Brick District Farmers' Market | Missouri,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=102,,,,,,,,,,,,,,,,,,,,,,,,,,10 East 5th Street,Fulton,Callaway,Missouri,65251,,,,Sat: 9:00 AM-12:00 PM;,,,,,,,-91.947876,38.847359,Closed-off public street,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/26/2013 2:39:05 PM,2013-01-01T01:00:00Z
1011201,Brick Farmers' Market,Brick Farmers' Market | New Jersey,http://www.brickfarmersmarket.com,https://www.facebook.com/brickfarmersmarket,https://www.facebook.com/brickfarmersmarket,,,,,https://www.facebook.com/brickfarmersmarket,https://twitter.com/brickfresh,https://twitter.com/brickfresh,,,,https://twitter.com/brickfresh,,,,,https://instagram.com/brickfarmersmarket/,https://instagram.com/brickfarmersmarket/,https://instagram.com/brickfarmersmarket/,,,,,https://instagram.com/brickfarmersmarket/,265 Princeton Ave,Brick,Monmouth,New Jersey,08724,05/21/2016 to 10/01/2016,,,Sat: 9:00 AM-12:00 PM;,,,,,,,-74.110519,40.059166,,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,6/27/2016 3:06:13 PM,2016-01-01T01:00:00Z
1018821,Brickell City Centre Farmers Market ,Brickell City Centre Farmers Market  | Florida,http://Www.greenmarketco-op.org,,,,,,,,,,,,,,,,,,,,,,,,,,Between SE 6th Street & 8th Street Underneath the Metromover ,Miami ,Miami-Dade,Florida,33131,01/01/2017 to 12/31/2017,,,Sat: 10:00 AM-4:00 PM;,,,,,,,-80.192123,25.767406,,Y,N,N,N,N,-,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,8/12/2017 8:01:05 PM,2017-01-01T01:00:00Z
1004664,Bridge Street Farmers Market,Bridge Street Farmers Market | Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridge Street by the Lift Bridge,Kingsville,Ashtabula,Ohio,44048,,,,,,,,,,,-80.815002,41.897701,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1005068,Bridge Street Farmers Market,Bridge Street Farmers Market | Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 The Bridge Street, #206",Huntsville,Madison,Alabama,35804,,,,,,,,,,,-86.6745,34.7174,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010  9:57AM,2010-01-01T01:00:00Z
1001519,Bridgeport Farmers Market,Bridgeport Farmers Market | West Virginia,,https://www.facebook.com/pages/Bridgeport-Farmers-Market/181228659667,https://www.facebook.com/pages/Bridgeport-Farmers-Market/181228659667,,,,,https://www.facebook.com/pages/Bridgeport-Farmers-Market/181228659667,Follow us on Twitter,Follow us on Twitter,,,,,,,,,Information on Connect-Bridgeport.com,Information on Connect-Bridgeport.com,,,,,,,600 Market Place ,Bridgeport,Harrison,West Virginia,26330,05/12/2013 to 10/13/2013,,,Sun: 10:00 AM-2:00 PM;,11/03/2013 to 04/06/2014,Sun: 11:00 AM-2:00 PM;,,,,,-80.232079,39.308998,Private business parking lot,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,5/1/2014 6:38:57 AM,2014-01-01T01:00:00Z
1002700,Bridgeport Farmers' Market,Bridgeport Farmers' Market | Nebraska,,https://www.facebook.com/BridgeportFarmersMarket,https://www.facebook.com/BridgeportFarmersMarket,,,,,https://www.facebook.com/BridgeportFarmersMarket,,,,,,,,,,,,,,,,,,,409 N Main St,Bridgeport,Morrill,Nebraska,69336,06/03/2015 to 10/21/2015,,,Wed: 4:00 PM-7:30 PM;,,,,,,,-103.09966,41.671722,,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,5/5/2015 7:16:24 AM,2015-01-01T01:00:00Z
1011212,Bridges to Wellness Farm Stand,Bridges to Wellness Farm Stand | New York,,,,,,,,,,,,,,,,,,,,,,,,,,,700 North Street,Rochester,Monroe,New York,14605,,,,Tue: 11:00 AM-2:00 PM;,,,,,,,-77.595833,43.17067,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:11:00 AM,2015-01-01T01:00:00Z
1000781,Bridgeton Outdoor Market in the Culinary District - A community Farmers' Market,Bridgeton Outdoor Market in the Culinary District - A community Farmers' Market | New Jersey,http://www.getbridgeton.com,,,,,,,,,,,,,,,,,,,,,,,,,,Corner of Laurel and East Commerce streets,Bridgeton,Cumberland,New Jersey,08302,06/28/2013 to 08/30/2013,,,Fri: 10:00 AM-2:00 PM;,,,,,,,-75.234352,39.428986,Local government building grounds,N,Y,N,N,N,-,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/25/2013 8:35:20 AM,2013-01-01T01:00:00Z
1007207,Bridgeview La Crosse Farmers Wednesday Market,Bridgeview La Crosse Farmers Wednesday Market | Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 Rose St NEXT TO BRIDGEVIEW PLAZA SHOPPING CENTER,La Crosse,La Crosse,Wisconsin,54603,,,,,,,,,,,-91.243599,43.857399,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1011242,Bridgeville Farmers Market,Bridgeville Farmers Market | Pennsylvania,https://bridgevillefarmersmarket.wordpress.com/,https://www.facebook.com/pages/Bridgeville-Farmers-Market/,https://www.facebook.com/pages/Bridgeville-Farmers-Market/,,,,,https://www.facebook.com/pages/Bridgeville-Farmers-Market/,,,,,,,,,,,,,,,,,,,341 Washington Pike,Bridgeville,Allegheny,Pennsylvania,15017,06/16/2015 to 10/06/2015,,,Tue: 4:00 PM-6:30 PM;,,,,,,,-80.110901,40.361469,,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,6/16/2015 8:27:50 AM,2015-01-01T01:00:00Z
1019146,Bridgewater Farmer's Market,Bridgewater Farmer's Market | New Jersey,,https://www.facebook.com/BridgewaterFarmersMarketNJ/,https://www.facebook.com/BridgewaterFarmersMarketNJ/,,,,,https://www.facebook.com/BridgewaterFarmersMarketNJ/,,,,,,,,,,,,,,,,,,,1 Vogt Drive,Bridgewater,Somerset,New Jersey,08807,06/10/2018 to 10/21/2018,,,Sun: 11:00 AM-3:00 PM;,,,,,,,-74.607979,40.588551,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,6/26/2018 7:01:21 PM,2018-01-01T01:00:00Z
1008382,Bridgton Farmers Market,Bridgton Farmers Market | Maine,http://www.bridgtonfarmersmarket.com,https://www.facebook.com/BridgtonFarmersMarket,https://www.facebook.com/BridgtonFarmersMarket,,,,,https://www.facebook.com/BridgtonFarmersMarket,,,,,,,,,,,,,,,,,,,Depot Street,Bridgton ,Oxford,Maine,,05/04/2013 to 11/02/2013,,,Sat: 8:00 AM-1:00 PM;,,,,,,,-70.707718,44.054127,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,3/13/2014 1:41:29 PM,2014-01-01T01:00:00Z
1009462,Briggs Chaney-Greencastle Farmers and Artisans Market,Briggs Chaney-Greencastle Farmers and Artisans Market | Maryland,http://www.whiteoakmarket.org/,https://www.facebook.com/bcgfarmersmarket,https://www.facebook.com/bcgfarmersmarket,,,,,https://www.facebook.com/bcgfarmersmarket,,,,,,,,,,,,,,,,,,,3300 Briggs Chaney Road,Silver Spring,,Maryland,20904,,,,,,,,,,,-76.943604,39.078098,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-01-01T01:00:00Z
1018756,Brigham City Farmers Market,Brigham City Farmers Market | Utah,http://visitbrighamcity.com/farmersmarket,@historicbrigham,@historicbrigham,,,@historicbrigham,https://www.facebook.com/historicbrigham,https://www.facebook.com/historicbrigham,@historicbrigham,@historicbrigham,,@historicbrigham,https://www.twitter.com/historicbrigham,https://www.twitter.com/historicbrigham,,,,,,,,,,,,,20 N Main Street,Brigham City,Box Elder,Utah,84302,06/22/2019 to ,,06/22/2019 to ,Sat: 4:00 PM-8:00 PM;,,,,,,,-112.01506,41.510773,,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,4/16/2019 8:55:29 AM,2019-01-01T01:00:00Z
1004823,Brighton Downtown Saturday Market,Brighton Downtown Saturday Market | Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,91 North Main Street,Brighton,,Colorado,,,,,,,,,,,,-104.821,39.9879,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1003816,Brighton Farmers Market,Brighton Farmers Market | Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,North 1st St,Brighton,Livingston,Michigan,48116,,,,,,,,,,,-83.785202,42.5313,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun 11 2010  3:19PM,2010-01-01T01:00:00Z
1005440,Brighton Farmers' Market,Brighton Farmers' Market | New York,http://www.brightonfarmersmarket.org,https://www.facebook.com/pages/Brighton-Farmers-Market/113613384778,https://www.facebook.com/pages/Brighton-Farmers-Market/113613384778,,,,,https://www.facebook.com/pages/Brighton-Farmers-Market/113613384778,,,,,,,,,,,,,,,,,,,1150 Winton Road S.,Rochester,Monroe,New York,14618,05/22/2016 to 10/30/2016,,,Sun: 9:00 AM-1:00 PM;,11/06/2016 to 05/14/2017,Sun: 1:00 PM-4:00 PM;,,,,,-77.56707,43.122692,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,7/13/2016 2:58:41 PM,2016-01-01T01:00:00Z
1003717,Brillion Farmers Market,Brillion Farmers Market | Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,HuB Shopping Center Parking Lot,Brillion,Calumet,Wisconsin,54110,,,,,,,,,,,-88.068802,44.179401,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1005483,Brimfield at Hitchcock Free Academy,Brimfield at Hitchcock Free Academy | Massachusetts,http://www.hitchcockacademy.org,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock Free Academy, a community center parking lot, at  2 Brookfield Rd.",Brimfield,Hampden,Massachusetts,01010,04/19/2014 to 10/27/2018,,,Sat: 9:00 AM-2:00 PM;,,,,,,,-72.199898,42.122749,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/26/2018 3:23:34 PM,2018-01-01T01:00:00Z
1003513,Brimfield Farmers Market,Brimfield Farmers Market | Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,Town Center Dr,Kent,Portage,Ohio,44240,,,,,,,,,,,-81.345802,41.100201,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 15 2010 11:06PM,2010-01-01T01:00:00Z
1000541,Brimhall CFM,Brimhall CFM | California,,,,,,,,,,,,,,,,,,,,,,,,,,,9500 Brimhall Road,Bakersfield,KERN,California,,,,,,,,,,,,-119.108,35.369598,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1007649,Bringing Home Grown to U 1,Bringing Home Grown to U 1 | Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid Rivers Mall,St. Louis,St. Louis,Missouri,63021,January to December,January to December,,Sat:8:00 AM - 1:00 PM;,,,,,,,-90.244301,38.636051,,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 2:23:54 PM,2012-01-01T01:00:00Z
1007650,Bringing Homegrown to U 2,Bringing Homegrown to U 2 | Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenscape Gardens,St. Louis,St. Louis,Missouri,63021,January to December,January to December,,Thu:3:00 PM - 7:00 PM;Sat:8:00 AM - 5:00 PM;,,,,,,,-90.244301,38.636051,,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 2:27:03 PM,2012-01-01T01:00:00Z
1007502,Bristol - Housing Authority Farmers Market,Bristol - Housing Authority Farmers Market | Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,31 Quaker Lane,Bristol,Hartford,Connecticut,,,,,,,,,,,,-72.927299,41.694,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
